Cold (0degC)	Cool (5degC)	Warm (16degC)	Cold_Downregulated	Cold_Upregulated	Cool_Upregulated	Cool_Downregulated	Warm_Upregulated	Warm_Downregulated
Q9BZC7		Q8TE49	Q68F54	P55262				Q56A07
Q9UGT4		Q9HB75	Q13136	Q8N2H3				D4ACX8
A0A0G2KQY6		Q9NUA8	P49259	O95905				O94868
Q9CYU6		Q0IHP2	P49454	Q91WN1				A5D7F6
B4F7E8		A0JMP0	Q924W6	Q5XI70				Q9DF58
Q9YHC3		Q9UDY8	Q14008	P63100				Q9MYP6
B0BNL6		Q7Z6J6	P0DTE4	Q6PE18				Q8K4G1
Q6NWC9		A6NKC9	P40818	Q5ZLN1				Q8CHN8
Q5ZIQ3		Q2YDS1	Q9UI40	Q9Y6R4				P28799
Q1JP73		O75152	Q96BI1	Q80U96				Q2PFW9
Q91XA2		Q2KJ58	Q7Z401	P48506				Q6NYX6
Q63HQ2		Q7SYK0	Q8HYY4	P26697				P32250
Q96RL7		Q3TQ03	D2D3B6	P59723				Q5NVC3
Q8BXV2		Q8K4Q6	Q1NZ26	Q60HF3				Q6NV04
Q9HBY8		P02385	Q1L990	Q7T292				O57429
Q5REG1		Q7SY06	Q9H930	O60347				Q8TE58
Q6ZM51		Q5R5A0	Q9D110	Q7ZX53				Q9UP79
B1PHQ8		P53406	A5PLF5	Q92089				Q80V70
Q9CR50		Q9H936	Q6PJI9	P16260				Q8K1T0
P41035		P84335	Q8TF30	B0K012				Q9JIM0
E1C2V1		Q3ZBH3	Q8TB96	Q04870				P15062
Q8WYQ5		Q9Y2Y9	Q8TCT8	Q17QZ7				Q8TF42
A5WW08		P49946	Q9NSV4	Q1RLY6				Q17QM6
Q8IZ69		P14650	Q924W7	Q5R8W6				Q9TTY1
Q502L2		Q8CFN2	Q9EPL8	O57656				Q5SVD0
P34022		Q90WJ8	A1A5V7	Q91ZA3				P31751
Q29RZ5		Q5R511	O14975	Q9NRZ9				O43236
Q9JLT4		Q2KI80	P62494	Q13395				P02457
Q9EQ15		Q32LU7	O88338	Q8TBM7				Q1L9A2
P53677		Q2Z1W2	Q96MX0	Q6IQM2				P05121
Q7ZVC4		Q9UNP4	O14917	Q2KIJ2				Q5RAZ3
Q4VBW0		Q08DY9	O43663	B5X3B2				Q6DK93
Q9QUG2		Q9W7E7	Q9Z0R4	Q9I9A7				P0DOX8
Q6DFB7		Q17QQ5	O95470	Q91VZ6				Q92546
Q32LQ4		Q9GZQ3	Q5PR61	Q9NPZ5				Q8IUW5
P51953		Q20A00	Q6URK6	Q3KPU6				Q9UMS6
P51650		C0K3N5	Q9H9V4	P21145				Q3UUQ7
Q7TPQ9		Q8K1B8	Q4V8S9	Q6DG60				Q5ZM39
Q24UI6		Q5EAR5	O95340	Q5U2V5				Q91XS8
P10915		P79403	Q7TSX5	Q15013				Q8BH61
Q91V93		Q9UL19	Q47898	O89044				Q7SXW6
Q6NRY2		Q9BGT1	Q5BLB7	Q6NZN1				Q8TE82
Q64674		Q8NFU3	Q8R454	O42584				Q8QGP3
Q6DFB8		O18806	O97507	P54996				D3ZA76
P98064		Q80ZW0	Q6P3K3	Q3TZI6				Q9WUM3
Q6NXY9		Q6PE25	A0A0C5PHQ7	Q6P950				Q15722
Q9W6S8		E7EXT2	A8CVX7	Q3THS6				Q86YW7
Q9Y547		Q9EPW2	Q5D013	Q6GPL4				P36404
O00451		Q9W735	Q6PCR7	Q9Y253				A6H8I0
O54786		Q8K2H3	Q14746	O95359				O57429
P08217		P53447	Q78EA7	Q9P2E9				F1QQA8
Q9Y2T3		Q08BB2	P68200	P41777				Q9Y4K4
Q5REL2		Q5XIS1	P62958	Q9Y233				Q8K2P1
Q90W33		P30999	Q96FX8	Q9NXX6				P26769
Q32L50		A6NJL1	Q8ITC9	Q9NUM3				Q9BV36
F1R4U0		Q8NBI5	Q641F3	Q5ZIJ2				Q9UNW8
P47776		Q6RY07	Q91YN9	Q8BTI8				O70303
O95721		Q91Y13	Q5U3F8	Q9BUQ8				O94806
Q24117		Q62733	B8A4F0	P58467				P15989
P83565		E7FBS9	Q8C669	Q8NCA5				Q9HCU0
Q9YHZ6		Q9CPV5	Q91YQ1	Q7Z5H3				Q9HCM9
Q69ZQ1		Q9Y2Q0	Q9N0C5	P79621				P86810
Q05922		Q6ZU67	Q7RTR2	Q5VUA4				Q2KHS5
Q27245		A9CB34	Q8K4T1	P48597				Q5R7W8
P50749		Q60HC3	Q13237	Q9TTK4				P28072
P20585		O54693	P15120	P16924				P07737
P47173		O08585	Q6P5L3	Q9Y2L1				Q8N957
Q32LQ4		Q0MW30	Q9UMD9	Q5U3U6				Q13257
Q32LQ4		Q91431	Q71S46	A5PKP9				P29400
Q9Y485		Q7SX95	A2VDF0	Q9BY84				P39963
Q5XNR9		Q96QF7	Q13772	Q6MFZ5				A5D9H7
Q6IRU7		Q9C0D6	P08520	Q6MFZ5				Q8K3F3
P97852		Q6DGP4	Q9WV06	Q9UJA3				P08247
Q63ZR6		Q6PBT8	Q61549	Q5R4M8				
Q6NWZ9		Q6DER1	Q9BSD7	Q6P1E1				
Q4V909		A2AQH4	P51958	F6P3G4				
Q92820		P04839	P46424	Q28F07				
Q32PI8		Q8R054	Q9NRA2	Q9ER58				
Q98SV1		Q8AWD1	Q6ZVD7	Q92038				
Q3T0J1		Q58EL2	P01038	Q7T346				
A8Y5U1		Q8AYS7	Q9UGI0	A8C750				
Q9TUQ3		Q9WUH4	Q7Z5M8	Q6P298				
Q9UI26		Q2I6J0	Q13439	P0C599				
P0DTE5		P31646	B8JK39	Q8BJU9				
P55809		Q6NXB2	Q29RU2	A1A4Q2				
Q5T890		Q5U3V7	Q99P27	Q9WTK5				
Q9Z2K0		P12236	Q9D8U8	P08553				
Q8IUF1		Q9WVJ9	Q5SZD4	Q9ULT0				
Q59J78		P18625	A4IG32	P53995				
Q2M385		A2CEM9	Q0V9V2	Q6DC39				
E7F1C4		P97779	Q9I8P6	P40692				
Q5R5S1		Q5R414	Q3ZBY7	Q5F3J5				
Q3UF64		Q6NW76	Q00918	O14981				
Q0V8A3		A7MC22	Q8IV61	Q0KK55				
O55125		Q9D0W5	Q9D684	Q5M969				
Q9D0F6		Q99KF1	Q92730	A8E7G5				
Q9I9E0		Q8VE80	Q91YE3	Q5REY3				
P13696		Q6DHS9	Q9WTN0	Q6P5B0				
Q03669		O93390	Q6PFM4	P10301				
O35594		Q7Z2H8	Q98880	Q96I59				
Q6UWL2		Q13620	Q29611	Q3TL44				
A8C754		Q2HZ96	Q9NZM1	Q91WA9				
P15920		Q9H9B4	Q13625	P57678				
Q3B7D3		F1NY98	Q9WUH7	Q8BM72				
Q7SXB3		O42249	Q1EGL2	Q8NDV7				
Q9XSC9		O35493	O42387	Q8BZQ7				
Q62622		Q8INF0	Q13542	Q5U316				
Q5R5H1		Q9EPW2	A4IIN5	Q5TBA9				
Q58D05		Q32KI9	O14639	Q6GPQ5				
Q802G7		Q8CAI1	Q9H251	Q3LSS0				
O75146		Q7ZW41	Q2KID9	Q5U3G6				
Q5EBL4		Q6V0I7	A9JRC7	Q8IVU3				
Q2YDJ8		Q8IWZ6	B9EJ80	P49915				
Q502P0		O76094	Q9W785	Q6NY74				
A5WUX7		P20248	Q9JIR4	Q5RB83				
Q4R4H3		P17560	Q5BKW9	Q9D1L0				
Q9BYZ6		Q8VC74	B8JK76	Q6PFL8				
Q9JI08		A0A193KX02	O42563	Q8NCY6				
P13497		Q32LE3	Q9Y243	Q6DEL2				
P43141		P13109	Q8CB96	Q5E951				
F1MH24		P26038	O46560	Q8BMN4				
Q9NZ63		Q9D4J7	Q6PBP3	Q9H892				
O57595		Q08BM8	Q7L266	Q9Y5Z0				
Q5R6J7		P21868	Q5PQN1	Q16623				
Q5E9Z7		Q9DB52	Q6MFZ5	Q9CY21				
Q96RW7		Q5I0K7	Q96IZ2	Q9D7M8				
Q76LX8		Q06AA1	P00428	Q9H9S5				
P52826		Q5XK67	B2GU58	Q60HH8				
Q6NYT3		Q8TAB3	Q90XY5	E9Q7T7				
P62168		O88280	Q9BZD6	Q9GZP0				
Q5RAF1		P35991	Q9WU49	A0JMD0				
Q8QFX1		Q28DF4	Q8IZU9	Q86W50				
Q9WU42		Q4QRL3	Q9UQC2	Q13315				
Q8AW93		Q92608	Q6AXJ3	Q6AYY8				
A2VDN6		Q2QL78	Q9NSI8	P67999				
Q6TLE6		A0A0R4IWI1	Q68EK7	Q6DIM3				
Q5RE52		Q08174	Q5R9U7	Q6NYY9				
A9C3P0		Q6IR74	Q9BT40	Q5XGY1				
Q9NQG7		Q5RAA9	Q78P75	Q4U0S5				
Q5R801		O95487	Q58A48	Q05B79				
Q6NVU2		C0H906	Q03164	Q08BB1				
E9PVA8		Q3U269	Q9BXJ0	Q2KIR1				
O54697		Q8AYB8	O57524	Q6AY65				
Q14678		Q6GMK0	Q32LQ6	Q9CX56				
Q3ZBV8		Q16644	Q9R069	P27473				
Q9GL24		Q9BQI4	Q90YT3	Q6ZN11				
Q9Z1N1		P49892	P70178	Q99NF1				
Q90478		Q09490	Q04863	P60899				
Q5NCE8		Q8C6K9	P13731	O08715				
P07228		Q9Y6I3	Q6Y288	Q9QXQ0				
O93343		Q1LZ89	O60229	A6QLJ0				
Q5RC10		Q3T0W7	Q5TZA2	P37285				
Q3SYU3		A9JSM3	Q5R4N8	O35920				
Q99JH1		Q9WU79	Q5RF84	Q9N0F3				
P08649		Q96RF0	Q5RFL4	P62317				
Q90952		P50336	A2BID7	P83917				
P11171		P0CJ78	A1L1N5	Q5I0D1				
Q6DGL8		Q0V9V9	P58404	Q86YT5				
O15079		Q8BTN6	Q71R50	Q9BQ13				
P98095		Q4V908	Q9H6U6	A4IG42				
Q7ZUS4		P09244	P49951	Q5PPJ2				
Q9Y2G8		P58312	Q0VH32	Q561P5				
Q99594		Q52NJ0	Q8R5B6	P56701				
Q4QRD7		P50548	Q6UWV2	Q8K430				
Q5R8X1		Q52M93	Q7RTR2	A3QJU3				
F1MAB7		Q05469	Q7M370	P79880				
O15060		Q5MD61	Q9UNL2	Q9D6Y9				
O00410		Q29460	Q5F2F2	B5DF89				
Q9YH26		Q5U239	Q4G072	Q9NZM4				
Q9P2B2		Q8TB45	Q0VC91	P30825				
O96006		Q9Z2F6	P32749	Q9DB85				
Q9GKY7		Q6RI88	Q804T6	Q66H39				
Q2KIF8		A3KGZ2	Q8K4C8	Q4QRJ7				
O00499		Q7ZW78	Q64361	P14866				
Q7SYE0		Q330K2	Q61606	Q2KHV4				
O75570		Q5R4U9	P56819	P61150				
Q5HZF2		Q9Y6R7	P48960	O57429				
Q9H3L0		Q92154	Q6PGG2	Q7ZV84				
Q1L864		Q5R481	Q8N4G2	Q8K1T0				
Q6ZMW2		Q66I84	Q9BYE2	Q9JIM0				
Q3T022		P0C7U4	Q1AGS4	P0DP35				
Q6P0E5		P40313	Q9H840	P08397				
Q8CJ12		Q8K078	P41115	O15393				
Q76I76		P51693	O35400	B3DFV0				
Q8IUR6		Q0P5A1	Q9Y4K4	Q5R664				
Q6DRP2		Q9BX84	Q9YIB9	Q99PV0				
O55096		A1L1V4	Q6PB03	O43236				
Q7ZWF4		O43181	Q9Y257	Q96NN9				
Q4TVV3		P24485	P03988	Q53HC0				
Q8WY07		Q9H553	O62770	A5A6H9				
P28661		Q91041	Q16696	B2ZZS9				
Q8C2Q3		Q642G2	O35293	P61967				
P25155		P51965	Q6AXJ9	Q9JK72				
O43719		P17301	O35054	P11498				
P04004		Q03989	Q4R877	P51116				
P51464		O15116	Q90935	Q6ZVX9				
Q9QZC4		Q01826	Q8JHI6	Q8BGS2				
Q9GKT2		P56542	A8K2U0	Q8BXA0				
Q6DI37		Q0P4G8	Q8BMC0	Q8BHE8				
Q6DRD9		P33703	Q8NBJ9	Q13435				
Q58CP2		O62664	Q9BY79	Q9NVP1				
Q91766		O18973	Q8WV74	Q8JIY8				
P15428		Q92485	Q45VK7	Q80TV8				
P15428		Q6GQN8	A1L1P9	Q96S53				
Q9ERW3		Q6IP18	Q62651	O75817				
Q8N6F8		O60239	Q0Z8U2	Q5VW36				
Q12981		Q91041	Q6R5N8	Q8VCS6				
Q0II29		Q5E9V4	Q864W1	O93614				
Q86SQ0		P97812	Q6P823	Q5ZJK8				
P68373		Q8HY82	Q6P823	E7F240				
Q5R5U3		P55097	Q14119	Q9WUM3				
Q5ZIJ9		Q8C208	Q5ZHN3	Q8VDY9				
Q9QXG4		Q9X248	Q91YM2	Q4KLI2				
O75900		B3DK56	Q13009	P58158				
Q5XG04		Q6PEI3	O95104	Q6ZMQ8				
O75897		Q5XIZ6	P97302	A1A5V9				
Q66I14		Q4V8E5	P56748	Q5U395				
Q6PBI2		Q969L2	Q03422	Q6GMN2				
Q8NCJ5		Q7T385	Q9JL56	O57429				
Q5R7K4		Q9FKK7	Q14980	Q6IQ97				
A4II20		Q7Z419	Q96P48	P26769				
Q68DV7		O35495	P82450	Q6DRH5				
Q9BVK2		P48448	Q10835	A3KNS2				
P09411		O89114	Q56A07	Q6ZNB6				
Q6TGZ5		C7DZK3	O42305	Q7SXA9				
A2RV29		P50580	Q6P5U7	Q66IH9				
Q5RED0		B3DIY3	P46936	Q6JV22				
Q2WG80		Q8WMU5	Q8CHN8	Q08CK1				
Q6DGQ0		Q96AY4	Q96II8	Q8N4F7				
Q803E1		Q8WMV3	P80217	P26584				
Q8IVT5		Q8C6K9	Q9NPH3	P28072				
P26038		Q9D0B5	P25155	Q8BMB3				
O15297		A8S6B6	Q90YU1	Q969H0				
Q5U3H3		Q07617	Q6NWK2	Q7Z2Y8				
Q5SWU9		O13067	Q8WZ73	Q4V8V1				
D4A055		Q1KKV8	Q0IIF0	Q9I8F9				
O14595		Q8TE73	Q5BJI9	Q6NWH0				
P48437		Q5R4I4	Q9R2C1	Q8K3F3				
Q92834		Q8BX13	O35054	P55781				
Q6PCX9		Q9XSL6	Q6NYX6	P15957				
Q52KL1		Q96IP4	Q92090					
Q69ZM6		Q8AYG3	Q9Y376					
O02691		Q9D0V7	P23711					
Q9NS37		Q9QXS1	Q8CI12					
Q9IA79		B5X4H8	Q802Y8					
P08842		A2BGG1	Q5PRB3					
Q08623		Q6PDQ2	P15062					
Q90X49		Q91392	Q60649					
Q9I9C3		Q64321	E7FAP1					
Q9D1J3		P29350	Q8TF42					
Q27I66		Q9IBD1	Q66IR0					
Q6IRA8		Q7YRL5	Q6P1S2					
Q7SY29		Q90XG0	O43451					
Q92090		P02696	B1AQJ2					
Q92090		B3DJM5	Q1L994					
O88196		Q8N3R3	Q6GN15					
Q9CQ40		O46640	Q9TTY1					
O43264		Q9CQK7	Q80VF6					
Q6DRL5		Q503E9	P00389					
Q9R099		Q90744	Q65Z54					
Q6NWJ0		Q4RSM6	Q8WUF5					
Q80Z30		Q91041	Q80WQ4					
Q9JM13		O95393	P02457					
Q5RDN9		Q9I9M5	Q9Y662					
O14874		Q9UPV9	Q5RAZ3					
Q6NZI6		Q8NDA8	Q568J8					
B0R160		Q0VFG3	Q6DK93					
A3KNK1		Q4V8U5	P0DOX8					
Q3T134		Q9I9N6	Q0IH86					
Q6PBT8		Q9I9N6	P0DOX8					
P34932		Q9P243	Q7RTR2					
P49843		Q6IQ32	Q6TNT2					
Q9D8F1		Q663W4	Q5ZM39					
Q01613		A2VDT1	Q9BGL2					
P62309		O00716	Q7ZUZ0					
Q5EB97		Q1LWG4	A6NCF5					
F1NY98		D3YWE6	D3ZA76					
Q4KKX4		Q8TE57	A0EQL2					
Q13094		Q5XG87	Q92143					
Q9EPN1		B5XGH3	Q63ZU3					
A3KGB4		Q64591	Q9R0Q9					
Q9P2J5		P00491	Q5RDV7					
Q5SFM8		P49863	Q86YW7					
Q0IID7		Q62120	B5FX50					
P70388		Q6PL18	P34993					
Q8C4V1		A2T771	Q6DH69					
P22518		Q66JF7	Q8K2P1					
A4QNZ7		O73672	Q9H0B6					
A9JRI0		Q08874	Q5H8C1					
P79732		P46940	Q28C60					
Q91XF4		Q5M7W1	P0C0A3					
Q99020		A3QK15	Q4KLZ6					
Q96PD7		Q6NXR4	Q86UD5					
Q9JM52		A2BGR3	Q28DR4					
Q66JG2		Q90WG2	Q9BV36					
Q9Y619		Q6ZNX1	Q9DCT6					
A3RK75		O00763	O70303					
P82925		Q07864	A9UL63					
Q8TF42		Q08CZ0	Q99MS7					
O88792		Q9Y6X9	P33497					
P83571		Q7ZYC4	P14448					
O57379		Q8N653	Q9WUW3					
O35569		B1Q006	A3KQ55					
Q91WA9		Q2KIQ4	P86810					
Q9BQA5		Q5ZIR1	Q8C669					
Q9DED4		Q96EY8	Q02020					
O43602		Q9D7U6	A7MBP4					
Q7SYJ9		Q9Z1N9	Q8BS40					
Q9UJX2		Q11005	Q9UIR0					
O95235		Q7ZUC7	Q6NYB7					
Q2M1Z3		A2BHJ4	O43257					
O08807		Q2PZI1	P07737					
P67777		Q6NYI0	P45953					
P49069		B9VR26	O75121					
Q8NC54		Q9JLH8	Q9C086					
Q9Z0E8		Q8NFY4	Q14258					
O43306		Q6TCH7	Q9TTU3					
Q96LW2		Q64620	Q14542					
Q8VEJ4		Q8VIK5	P39963					
Q9D7L8		P00375	A1DZY4					
Q3ZBE6		Q99575	Q9I8F9					
Q09143		Q4G163	Q5RJW5					
Q5BIR3		Q5M7R9	P55777					
Q9UJW8		Q91WC7						
Q1L8J7		Q5R651						
P27105		A9JTH1						
Q568N4		P80601						
Q6ZM89		Q8VHS2						
P04186		Q9JIF3						
P51797		Q5HYA8						
Q3KTM2		Q8VE62						
Q8IXU6		F7BWT7						
P97479		P50748						
O57429		Q9H330						
Q86XT2		Q9YHY6						
Q8NBQ7		Q8R0J1						
Q9NZN5		P23276						
Q2TA49		P24668						
Q90304		P49321						
Q99N50		Q90275						
P24802		Q803Q4						
Q8C7U7		A9C3R8						
Q8WY36		Q4VBV9						
P08108		Q90705						
Q98892		P17790						
Q6GPD0		Q1LYG4						
Q6P823		Q75R65						
Q2PFW9		O95714						
Q8VCX6		Q58DL5						
Q2M3D2		P14646						
Q8CIP4		P16581						
O15393		Q8BKF1						
O43422		Q9YHX4						
P49339		Q9JI90						
Q2KHS5		Q96RW7						
Q9Y426		Q9IBD8						
Q9ERK0		Q5R421						
Q5ZKU4		Q5TAX3						
Q3ZBL5		Q8CHP0						
Q12979		B9ENE7						
Q9JKW1		P08582						
O13076		P45878						
Q810B6		Q9R182						
Q5SSH7		Q5I0S8						
O35790		O54827						
Q9CXS4		Q96NW7						
Q9NP71		Q8TCB0						
O35796		Q05209						
O14867		P36968						
O13224		O95049						
Q27955		B4ZIX8						
Q9NYP9		Q0P483						
Q5F4B8		Q5VU97						
O95258		Q9HCJ3						
O88509		P97872						
Q6P848		Q9UK45						
Q8IW93		Q66L49						
P0C928		A1A4L4						
Q61247		P19019						
Q5R8M1		P31644						
A8MRX0		Q7RTR2						
Q2PWT8		Q6VZZ7						
Q95121		Q1LWV4						
Q8R0F5		Q8JZZ7						
Q6DH26		Q9H8V3						
Q86YT5		P21158						
Q6PBV6		Q9M1W4						
Q9D5J6		P15253						
Q6P0F0		Q6AXK4						
Q4R698		Q5R5Y3						
Q98TZ8		P15253						
Q6TEK3		Q96DT6						
Q9CQK1		Q8WX93						
B9ENM6		Q3MHV6						
Q64638		Q14678						
Q64638		P30408						
Q5ZM71		Q99928						
Q96B26		Q0V947						
O15198		A8QW39						
Q6DRC5		Q8C1A5						
P07746		P05630						
Q2PG08		Q91YL2						
Q9HD15		O15068						
P62264		Q7T3S5						
Q8BT51		Q6AX33						
P98074		Q5ZJF6						
P79749		F1Q8K0						
Q69Z61		A8WHP3						
Q6AY09		Q29RR1						
Q5BJJ6		P97318						
Q5D016		E9QBI7						
Q8BX17		P19336						
Q0VFH6		Q9QZC7						
O55096		Q7SZP2						
Q8HZ58		Q28GF8						
Q5REG4		P30623						
Q80Y75		Q8HXG6						
P70406		Q8K2I3						
Q61687		Q8TCX5						
Q8QGQ6		Q6GQU6						
Q08CF3		Q5RG44						
Q07984		Q9UGK3						
Q63486		P20718						
G1TGF1		Q01460						
P49697		P51589						
Q91ZE0		P51589						
Q5RAS7		Q5VTL7						
E7F221		Q4RU86						
Q155U0		A5X5Y0						
O76062		P42566						
Q503Y4		P00949						
P61406		Q640P2						
P30044		A1YB07						
Q6P026		P13234						
Q6P026		Q1L987						
Q08C84		Q76KB1						
Q8IXJ9		Q6P0H7						
P70047		Q6DJ06						
Q99JX3		Q6DC66						
Q0V9R3		P23919						
Q6AXS5		Q9DB50						
Q62904		Q5SUR0						
Q2T9P4		Q8IZK6						
Q2KIY6		Q80X72						
Q7ZV79		Q9EQ31						
Q4ZHA6		Q02380						
Q9R2C1		Q8CG71						
Q8N3Y7		P46094						
Q9GZY4		Q01063						
Q7SZU9		Q91VS8						
Q96AE4		Q14151						
Q5XJS0		O70142						
Q6PC91		P11602						
Q3SZB4		P11602						
P53611		O60711						
P19600		Q56A36						
Q9H7H0		Q01173						
Q95LG8		P48508						
Q5FWR8		Q3TZ65						
Q8UVJ6		P61025						
Q63ZU3		Q8TER0						
B0S728		Q9ES52						
Q6NWF6		Q5FVG8						
Q28278		Q9Z0J8						
Q4G0W2		Q62077						
A4IFD0		Q9UBC2						
Q9WTK3		Q9BXS5						
Q05519		Q86WA6						
Q7ZXP1		A2A9C3						
P30664		Q7ZVT3						
Q5R7E5		Q8WU76						
Q8TDY2		O00160						
Q0P4A7		Q92954						
Q62735		Q9CPW4						
Q5ZI74		P12270						
Q7Z3C6		Q32L67						
Q56A55		O43734						
Q96S55		Q5XGD7						
P49615		Q13415						
Q16774		Q6UUV9						
Q15306		Q28691						
Q566R7		Q96K37						
Q8BIQ3		Q6P2T0						
A1YB07		Q1RLQ5						
F1M4A4		Q5VT06						
Q9JJ66		O94927						
Q5REY7		P35610						
Q04637		Q6DD44						
Q92079		O95977						
Q92079		Q9NPI5						
P41689		Q9CPT4						
Q06AV4		P27545						
Q4KME6		Q7ZTY7						
Q9PTW9		Q15058						
Q92752		P54646						
Q16787		Q71N41						
Q9JJJ7		Q2KJ51						
P10417		Q6NRD0						
P55292		Q3U4G3						
P85108		Q5RF83						
B3EWZ6		Q9BW60						
P22897		O08914						
Q92539		Q5T619						
P21743		Q2KJ84						
Q99933		Q68CR7						
P70297		Q5RHX6						
Q9R0A1		Q6NXL6						
Q8VDC1		Q8R3H9						
Q9QZG1		Q5RG82						
Q66I08		Q8AXC6						
Q5SGD2		Q4R683						
Q5R7K4		Q8UUG8						
Q8K482		A0JMK9						
Q9H4B4		Q91YN5						
Q16820		Q8CJ27						
P51910		Q8CIV2						
P18724		Q68EI0						
Q924H5		E9PYL2						
Q13459		P20612						
Q8BHE3		Q6ZSB9						
Q2HWU3		Q9NX58						
Q9Y5W3		Q99PD4						
Q95LJ0		Q3T0S0						
Q01173		Q7TQG1						
P35280		Q16829						
Q96Q77		Q92625						
B0BMY1		P60330						
Q4R4T9		Q99490						
A4IFW2		Q71RC2						
P12107		A0N0X6						
Q8N7N5		P20717						
B0UYI1		P20004						
Q0V9A9		Q9CQN1						
Q9WV92		A2BGD5						
Q9NR19		Q9DGG6						
Q5R601		Q8AY32						
Q566Y9		Q9JHI0						
Q3KRG3		O35185						
A0ZSK3		Q66H84						
P79145		Q9PTU6						
Q4R7G8		Q9H8H3						
Q98TW1		Q5XJ57						
Q7ZVZ6		Q8TBB0						
Q8IYK8		Q9BXW9						
A8DZH4		A0PJZ3						
Q28056		O57607						
Q90965		P51176						
Q8VHQ9		Q5RC70						
Q3U481		Q9UIS9						
A4FUC0		Q5E965						
Q803I4		Q8R2V2						
P12270		A0A0R4IKJ1						
Q4PJX1		P52435						
Q9R1A8		O76387						
Q91736		Q6NVR9						
P17404		Q99M87						
P15988		Q8IWU5						
Q2KIZ8		Q8R4L0						
Q9H175		Q8WVQ1						
Q91628		Q6DGR4						
Q9JHX4		E9PSL7						
Q9BQQ3		Q2HJA5						
B2DFG5		Q6DIH3						
Q8C5K5		Q6NWF6						
Q99MZ7		Q566S6						
Q32NH8		Q9Z0G2						
Q5M7X9		O75325						
P07221		Q58EA2						
Q80W88		Q95N27						
P50281		Q9UKG1						
Q99L04		Q8C6Y6						
Q9JJ93		Q99MK9						
P11233		Q6GMH3						
P18331		Q9Y5R4						
Q3KRD0		Q8IWF6						
Q9PTS2		Q90YQ1						
P51161		P51644						
Q6DHN0		P31641						
Q5R698		O95479						
Q61712		Q28EG9						
Q9BRS2		Q3KP66						
Q8TCT9		Q9Y535						
Q14296		Q6GLL2						
Q08B39		Q9P2N4						
Q13609		Q13751						
P20397		Q96NX5						
Q5R819		Q4VYR7						
Q804S5		Q13469						
P40826		P35610						
Q01279		Q9NTZ6						
Q28084		Q9Z1J3						
Q61510		P63025						
Q4RWX9		O93277						
Q09632		D3ZCL3						
Q9Z0H7		Q7SIG3						
Q9ESN4		O70454						
B0JZP3		Q8BYK4						
B0JZP3		O54794						
Q567Y6		Q6AXS8						
Q28983		Q96KR6						
Q9CZW4		Q04913						
Q56A24		P02264						
Q7Z6M4		Q8MJV4						
O73737		Q9H845						
P0DPD7		Q7ZW63						
Q9BX26		Q03237						
Q80UF7		Q92539						
Q5VTL7		Q4V8X0						
Q8BNU0		Q8C9B9						
Q66L44		A8MT69						
Q15428		Q9JL58						
Q01978		Q08DD6						
Q90321		Q90WI4						
F1Q8W0		Q5RDH2						
Q9YHX4		Q80WC3						
Q92753		Q6NRV0						
Q8AXV0		P62311						
Q2HJ19		Q86WK7						
Q5FVG8		Q07973						
Q6P9Z4		P55058						
P36968		Q28I85						
Q4VBS4		Q64638						
Q00915		Q64638						
Q96A44		Q3B7H2						
P22129		P04897						
Q5CZR5		P55006						
Q3ZBF8		Q5R7L8						
Q9ESW8		Q8IXX5						
Q6UUV9		P43450						
Q2KJ51		Q9GKN8						
Q9HCE9		Q86Y97						
Q7T2A3		Q9H0H5						
Q7ZV90		Q9Z2U1						
Q60GI5		Q8K4L3						
Q28024		P23824						
Q9H582		O75410						
A7MBL8		Q5RCT4						
Q8BGR2		P26927						
Q9DBB9		Q96KR7						
P56745		A4K2M3						
Q7ZWE9		B0S6J3						
Q7SXP0		Q8IW50						
Q9NV31		Q9GLY5						
Q8K207		Q9UHJ3						
Q3SZE3		Q9GLY5						
Q9PVW7		Q5PU49						
Q6NWA8		Q91X46						
P54864		Q99680						
O89013		Q6IND6						
Q9R182		H9BW96						
Q80WE4		O14974						
P52209		Q3U7R1						
P22680		O43295						
Q4QRD7		Q6PHS9						
Q2L6L1		Q96PX9						
Q28F51		P63239						
Q0VD50		O43439						
Q95K68		Q61990						
Q9NS28		Q9UIW2						
Q6DHC1		Q80TM6						
O95685		P27093						
Q8JZM7		Q91820						
Q8WP32		Q9Y3B1						
P12763		A0A0G2K0D3						
O43825		Q5SZI1						
Q8JFP1		A4QP72						
P58801		Q14643						
P51892		E1BSW7						
Q6NYG8		Q6RHR9						
Q61768		Q8WUI4						
P49753		Q5TZA2						
O00303		P55002						
Q9NQM4		Q5U4Z8						
Q9JJP2		Q9ESJ4						
Q502K2		P13861						
P47736		Q5R9S8						
Q07DZ5		Q5XG04						
A0M8U1		P30280						
P30205		Q6DHM9						
Q9NW13		F1RE08						
Q08705		Q02356						
Q90YH9		P24799						
P00731		Q3T9X0						
Q9H098		Q6NUT7						
Q9D8P7		Q98UK5						
Q9TRY0		B5X9L9						
Q86YS7		O95793						
Q0P4Y8		P32320						
Q4V8T0		P41252						
Q2HJ94		P80513						
Q70IA6		Q9W6I0						
O88484		Q2KI45						
Q9W6V5		Q8BUH1						
Q9JHZ4		Q6INX1						
Q6Q0N3		Q9UQR0						
Q92523		P29144						
I6M4H4		A6QP81						
P79762		A5PJN2						
